,query,intent,,
3637,"Hi, could you tell me what types of loans your bank offers?",loan_inquiry,,
3638,"Yo, when did I make that last transaction?",transaction_query,,
3639,when can i submit loan app?,loan_inquiry,,
3640,do i meet the reqs 4 a loan?,loan_inquiry,,
3641,"yo, when?? ma loan app gettin sorted?",loan_inquiry,,
3642,Please inform me whether I meet the requirements for a seller?? credit program.,loan_inquiry,,
3643,Would you please confirm the present status of my loan application in your records?,loan_inquiry,,
3644,Please share the current financial status of my savings account.,balance_inquiry,,
3645,Could you please outline if my financial profile qualifies me as a loan candidate?,loan_inquiry,,
3646,"Yo, can you check the date and time of my last trans?",transaction_query,,
3647,"phone says ??ress 9 for refund,??ungodly",fraud_report,,
3648,someone returned my unattended cash,fraud_report,,
3649,Would you verify whether I qualify for a debt-consolidation line of credit?,loan_inquiry,,
3650,Ur loan type now? Info plz.,loan_inquiry,,
3651,The latest spend??hat?? the company name?,transaction_query,,
3652,I would like to inquire about my eligibility for a loan.,loan_inquiry,,
3653,Can you share information on your debt consolidation loans?,loan_inquiry,,
3654,Can you detail the application process for your platinum card?,credi_card_application,,
3655,why?? my $$$ get rejected? no clue,transaction_query,,
3656,Please detail the process required to submit a loan application.,loan_inquiry,,
3657,Kindly help me recover my account password.,password_reset,,
3658,weird link in email ??ix your account????risky?,fraud_report,,
3659,Was the last trans a good one or not?,transaction_query,,
3660,Would you please verify if I meet your defined standards for a loan?,loan_inquiry,,
3661,I didn?? sign off on this. Why is it here?!,fraud_report,,
3662,Could you kindly confirm the available methods for applying for a credit card?,credi_card_application,,
3663,I would appreciate knowing if there have been any developments with my loan application.,loan_inquiry,,
3664,Please let me know about your small-business lending products.,loan_inquiry,,
3665,whassat loan menu look like?,loan_inquiry,,
3666,"yo, wut?? goin on with my loan request?",loan_inquiry,,
3667,I?? like details on your first-time homebuyer loan program.,loan_inquiry,,
3668,Can you check the date and time of my last payment?,transaction_query,,
3669,"hey, any upd8 on my loan app in da works?",loan_inquiry,,
3670,May I request a comprehensive explanation of the loan application steps?,loan_inquiry,,
3671,What?? the latest on my loan submission?,loan_inquiry,,
3672,someone?? cashin bad checks under my name!!,fraud_report,,
3673,"cant rem pass, need code",password_reset,,
3674,Was the last transaction carried out successfully?,transaction_query,,
3675,overdraft hit hard,fraud_report,,
3676,The most recent transaction??ould you name the merchant?,transaction_query,,
3677,The last time I spent money??hat was the business?,transaction_query,,
3678,"gmail warns me to call ??upport,??lol",fraud_report,,
3679,Was the most recent transaction completed as planned?,transaction_query,,
3680,Did the last transaction complete smoothly?,transaction_query,,
3681,Would you be able to outline your loan application process in detail?,loan_inquiry,,
3682,fee poppin up,fraud_report,,
3683,I would be grateful if you could assist me in understanding the loan application process.,loan_inquiry,,
3684,urgent neg balance,fraud_report,,
3685,check transac NOW i?? hyperventilatin,transaction_query,,
3686,"??our warranty expired,??msg on screen, scam?",fraud_report,,
3687,"Some guy on phone said my antivirus expired, then asked 4 CC#",fraud_report,,
3688,Can you let me know the time and date of the last trans I made?,transaction_query,,
3689,Could you advise if my credit profile meets your loan standards?,loan_inquiry,,
3690,yall need 2 fix this,fraud_report,,
3691,I would like to request a password reset via SMS.,password_reset,,
3692,"$700 TO ""VIP EVENTS""? I WATCH NETFLIX IN PAJAMAS??TOP THIS MADNESS!!",fraud_report,,
3693,"yo, did u process my loan?",loan_inquiry,,
3694,Venmo transacshun to a scammer??ls reverse,fraud_report,,
3695,I?? considering a loan??hat options do you have?,loan_inquiry,,
3696,pls resend password reset email,password_reset,,
3697,Kindly inform me of the process for initiating a credit card application.,credi_card_application,,
3698,my recent transction??ell me rq,transaction_query,,
3699,"The last payment, did it process okay?",transaction_query,,
3700,"what's the process for a credit card appl, any tips?",credi_card_application,,
3701,can u give me deets on applying 4 a credit card?,credi_card_application,,
3702,Please advise me on the present status of my loan application.,loan_inquiry,,
3703,I lost $$ in a scam; send bak ASAP!,fraud_report,,
3704,Please guide me through the process of applying for a secured loan.,loan_inquiry,,
3705,Could you assess my eligibility and advise if I satisfy the requirements for a loan?,loan_inquiry,,
3706,Do you support loans for investment properties?,loan_inquiry,,
3707,"Can you let me know when I made my last trans, time and date?",transaction_query,,
3708,Did the last one work out good?,transaction_query,,
3709,I?? interested in finding out if my loan application has moved forward.,loan_inquiry,,
3710,Can you tell me the merchant from my last transaction?,transaction_query,,
3711,am i eligble 4 rate change?,loan_inquiry,,
3712,Are there personal installment loans I can choose from?,loan_inquiry,,
3713,yo what?? in my checkin acc? need 2 know,balance_inquiry,,
3714,yo why?? my last transac get declin tho?,transaction_query,,
3715,"Plz investigate fraud, need my cash now.",fraud_report,,
3716,how come my funds hit a snag?,transaction_query,,
3717,Please advise on the process of submitting a credit card application online.,credi_card_application,,
3718,Was the last one a success?,transaction_query,,
3719,Wonna know how 2 roll out a loan appl.,loan_inquiry,,
3720,Please describe the steps to apply for a bridge-to-permanent loan.,loan_inquiry,,
3721,do i meet vacay loan reqs?,loan_inquiry,,
3722,What are the available reserves in my savings?,balance_inquiry,,
3723,Do your job and reverse this!,fraud_report,,
3724,I would like to know if I meet your criteria for a debt-relief loan.,loan_inquiry,,
3725,I need to reset my password urgently; please assist.,password_reset,,
3726,latest purchse pls i?? shakin,transaction_query,,
3727,how do i sign up 4 a loan?,loan_inquiry,,
3728,May I have a confirmation on whether my loan application is proceeding as expected?,loan_inquiry,,
3729,"loan offerings, what are they?",loan_inquiry,,
3730,dat ain?? me boss,fraud_report,,
3731,"hey bank, how 2 apply 4 cc?",credi_card_application,,
3732,Was the last one handled alright?,transaction_query,,
3733,Please explain the process for applying for a micro-loan.,loan_inquiry,,
3734,What kinda loans u got?,loan_inquiry,,
3735,"Heyyy, you know the time and date of my last transaction?",transaction_query,,
3736,recent transction? cries in broke,transaction_query,,
3737,What steps are involved in applying for an import/export loan?,loan_inquiry,,
3738,"$450 AT ""FITNESS HEAVEN""? I GET WINDED TYPING??HO?? THIS FUNNY??",fraud_report,,
3739,"hey, any upd8 on ma loan app?",loan_inquiry,,
3740,my acnt in the red,fraud_report,,
3741,Please provide instructions to reset my banking password.,password_reset,,
3742,got a text ??out a wire transfer??idn?? approve!,fraud_report,,
3743,I?? interested in your low-interest card??ow do I apply for that?,credi_card_application,,
3744,"Yo, did the last one work as expected?",transaction_query,,
3745,Was the previous transaction successful without trouble?,transaction_query,,
3746,Was the previous transaction processed without issue?,transaction_query,,
3747,Please let me know if any supplemental forms are required post-submission.,credi_card_application,,
3748,Would you verify whether I qualify for a debt conversion loan?,loan_inquiry,,
3749,"Money stolen by scam, need help now.",fraud_report,,
3750,I?? scared ??I just got an alert for a transaction I didn?? do.,fraud_report,,
3751,Please inform me if there are missing documents in my loan application.,loan_inquiry,,
3752,do i got da makings 4 a loan?,loan_inquiry,,
3753,am i eligble 4 home eq line?,loan_inquiry,,
3754,"hey, can ya hook me up with my loan app status?",loan_inquiry,,
3755,Has any action been taken on my loan application?,loan_inquiry,,
3756,The most recent account activity??hat?? the vendor?,transaction_query,,
3757,recent transction? cries silently,transaction_query,,
3758,check my last buy PLS IM STRESSED,transaction_query,,
3759,am i in shape 2 be loan approved?,loan_inquiry,,
3760,DID I PAY FOR A SUBSCRIPTION 2 OXYGEN,transaction_query,,
3761,password reset check spam folder,password_reset,,
3762,Could you share the business tied to my latest payment?,transaction_query,,
3763,Please detail the process for applying for an all-in-one mortgage.,loan_inquiry,,
3764,What time and date was my last transaction?,transaction_query,,
3765,any mortgage loans here?,loan_inquiry,,
3766,can i get a HELOC w/my stats?,loan_inquiry,,
3767,Could you give me details on franchise financing?,loan_inquiry,,
3768,what?? the digits in my acc rn?,balance_inquiry,,
3769,what?? i spend on at 3am tho,transaction_query,,
3770,May I request clarification on whether I satisfy the loan approval conditions?,loan_inquiry,,
3771,Please provide an overview of the credit card application process at your institution.,credi_card_application,,
3772,cash missing after atm session,fraud_report,,
3773,"Yo, last trans go fine or not?",transaction_query,,
3774,got a phishing text??eed new pass!!,password_reset,,
3775,any update on my credit card app?,credi_card_application,,
3776,do i meet ur loan rules?,loan_inquiry,,
3777,"yo, any fresh news on ma loan app?",loan_inquiry,,
3778,i?? broke or nah? check my acc pls,balance_inquiry,,
3779,Who?? listed as the payee for my most recent spend?,transaction_query,,
3780,my email?? linked to a stranger??raud!!,fraud_report,,
3781,Please provide me with a secure method to reset my password.,password_reset,,
3782,"pls help me reset my password, ty",password_reset,,
3783,didn?? authorize that Venmo payment??cam!!,fraud_report,,
3784,will u finance my ride?,loan_inquiry,,
3785,How can I access the application form for a bridge loan?,loan_inquiry,,
3786,Please dispatch a password reset email to my registered address.,password_reset,,
3787,am i ok?? for a loan?,loan_inquiry,,
3788,I am interested in applying for a credit card; kindly provide the relevant guidelines.,credi_card_application,,
3789,Kindly inform me if there are any changes in the status of my loan application.,loan_inquiry,,
3790,Did the last transaction finalize as expected?,transaction_query,,
3791,I wish to inquire about the procedures for credit card application submission.,credi_card_application,,
3792,Could you let me know if I qualify for a working-capital advance?,loan_inquiry,,
3793,Was the last one all good or no?,transaction_query,,
3794,May I inquire about any recent decisions regarding my loan application?,loan_inquiry,,
3795,yo how i get billed twice,fraud_report,,
3796,plz tell me loan apply steps,loan_inquiry,,
3797,Loans schemes u hav?,loan_inquiry,,
3798,why?? my recent charge not workin?,transaction_query,,
3799,pls fix this mess??raud charges!!,fraud_report,,
3800,Did that last transaction complete correctly?,transaction_query,,
3801,jus noticed this one now,fraud_report,,
3802,reset link not workin??ls send again!!,password_reset,,
3803,why?? my card gatekeepin my $$$?,transaction_query,,
3804,Who was paid in my most recent account activity?,transaction_query,,
3805,pager me the steps 4 cc apply,credi_card_application,,
3806,Did the last transaction process without errors?,transaction_query,,
3807,it ain't me fr,fraud_report,,
3808,Who?? I send money to in my latest transaction?,transaction_query,,
3809,May I request a complete assessment of my qualifications for a loan?,loan_inquiry,,
3810,transction deets??AST ONE PLS,transaction_query,,
3811,What is the procedure to apply for debt restructuring assistance?,loan_inquiry,,
3812,Everything good with the last transaction?,transaction_query,,
3813,how to apply on website?,loan_inquiry,,
3814,got a weird email??eed 2 reset pass ASAP,password_reset,,
3815,I require a password change; kindly assist.,password_reset,,
3816,I need 2 know how to jump into da loan process.,loan_inquiry,,
3817,bank pls reset my pw,password_reset,,
3818,they asked me to run unsafe .exe file,fraud_report,,
3819,Please provide the steps required to submit a loan request.,loan_inquiry,,
3820,can i drive off w/a loan?,loan_inquiry,,
3821,my cash got nixed??hy?,transaction_query,,
3822,Did the last transaction execute without any problems?,transaction_query,,
3823,Kindly facilitate a password reset for my account.,password_reset,,
3824,do my details sign me up 4 a loan?,loan_inquiry,,
3825,"Scam gone bad, get my funds back!",fraud_report,,
3826,can i get a loan status check?,loan_inquiry,,
3827,"Could you confirm if my loan application has been approved, declined, or remains under review?",loan_inquiry,,
3828,"$200 AT ""PET PALACE""? MY FISH DIED LAST YEAR??HO?? SCAMMING ME??",fraud_report,,
3829,latest spend? checks empty wallet,transaction_query,,
3830,What are the features of your overdraft protection loans?,loan_inquiry,,
3831,Not one cent of this charge was mine.,fraud_report,,
3832,I can?? afford random charges like this.,fraud_report,,
3833,who charge me $200???,fraud_report,,
3834,how apply 4 credit line?,loan_inquiry,,
3835,Please inform me of the current progress regarding my loan application review.,loan_inquiry,,
3836,What?? the company tied to my last purchase?,transaction_query,,
3837,do i show up in da loan system?,loan_inquiry,,
3838,fell for a scam text??ls reverse charges!!,fraud_report,,
3839,tell me bout ur loan types,loan_inquiry,,
3840,Was the most recent payment processed properly?,transaction_query,,
3841,Please advise if my income and credit score satisfy your lending requirements.,loan_inquiry,,
3842,Loan apply instructions??an u send dem?,loan_inquiry,,
3843,May I have an evaluation of my credentials regarding loan qualification?,loan_inquiry,,
3844,what?? the drama with my transac?,transaction_query,,
3845,hacked? probs yea,fraud_report,,
3846,"WHY?? THERE A $350 CHARGE TO ""VIP CLUBS""? I?? 65 AND IN BED BY 9!!",fraud_report,,
3847,pls send me new password instructions,password_reset,,
3848,how to apply 4 overdraft?,loan_inquiry,,
3849,why?? my charge go kaput?,transaction_query,,
3850,why?? my transac get declined? spill,transaction_query,,
3851,Can you confirm the recipient of my latest spend?,transaction_query,,
3852,is it possible 2 get high-limit card?,credi_card_application,,
3853,last purchse? cries in buyer?? remorse,transaction_query,,
3854,I?? like to request a police report for this check fraud.,fraud_report,,
3855,Did the last transaction get completed successfully?,transaction_query,,
3856,"$300 AT ""FANCY EATS""? I EAT RAMEN, YOU IDIOTS??ANCEL THIS FRAUD NOW!!",fraud_report,,
3857,I need to update my forgotten password; please help.,password_reset,,
3858,they want my entire file tree via screen share,fraud_report,,
3859,What?? the store name from my most recent swipe?,transaction_query,,
3860,I am keen to learn about the procedure for initiating a credit card application.,credi_card_application,,
3861,I don?? recognize the deposit of that check.,fraud_report,,
3862,Please communicate the balance of my savings account.,balance_inquiry,,
3863,what?? that random charge i saw,transaction_query,,
3864,Nothing about this charge is familiar.,fraud_report,,
3865,my acc?? linked to a stranger?? PayPal!!,fraud_report,,
3866,counterfeit checks usin my routing number!!,fraud_report,,
3867,"password tool broke, pls help",password_reset,,
3868,Google Pay hacked??ls block my card!!,fraud_report,,
3869,password link not valid anymore,password_reset,,
3870,Please issue a new password reset link for my account.,password_reset,,
3871,yeah that ain?? legit,fraud_report,,
3872,balance update pls! cries in poor,balance_inquiry,,
3873,last purchse? i?? clueless smh,transaction_query,,
3874,my card been stolen i think,fraud_report,,
3875,How do I apply for a construction interim financing product?,loan_inquiry,,
3876,"this email from ??o-reply@bank,??has broken links",fraud_report,,
3877,Lost it all! Plz get $$ bak now!,fraud_report,,
3878,I would like to change my password at your earliest convenience.,password_reset,,
3879,what?? the tally in my acc? thx,balance_inquiry,,
3880,dnt knw this place ??someone scammed me?,fraud_report,,
3881,dang i spent too much,fraud_report,,
3882,How do I apply 4 a loan?,loan_inquiry,,
3883,Could you detail the loan application procedure for veterans?,loan_inquiry,,
3884,Could you let me know whether I am considered eligible for a loan at your institution?,loan_inquiry,,
3885,I am interested in applying for a loan and require details on the proper steps to follow.,loan_inquiry,,
3886,need my account total??pls assist,balance_inquiry,,
3887,do i sign off as loan qual?,loan_inquiry,,
3888,"Scam alert, my funds got robbed!",fraud_report,,
3889,do i meet the home loan reqs?,loan_inquiry,,
3890,I would like to know if I pass your financial criteria for securing a loan.,loan_inquiry,,
3891,The last time I spent money??hat business was it?,transaction_query,,
3892,Can u drop da steps 2 loan apply?,loan_inquiry,,
3893,think im cleared 4 a loan?,loan_inquiry,,
3894,A thief scammed me??eed $ asap.,fraud_report,,
3895,What am I even paying for here??,fraud_report,,
3896,I need to update my online banking password; please assist.,password_reset,,
3897,How do I apply for a personal credit line?,loan_inquiry,,
3898,This is unacceptable??NSWER MY SAVINGS INQUIRY!,balance_inquiry,,
3899,do i earn a pass 4 a loan?,loan_inquiry,,
3900,The last charge??an you confirm the merchant?,transaction_query,,
3901,Somebody altered the payee on my check.,fraud_report,,
3902,do i qualify 2 be a loan candidate?,loan_inquiry,,
3903,"weird email from ??ecurity@gov,??seriously?",fraud_report,,
3904,hey wut loans can i get?,loan_inquiry,,
3905,Was the last one processed fine?,transaction_query,,
3906,Could you kindly furnish me with the information necessary for the loan application process?,loan_inquiry,,
3907,Could you check the merchant for my latest payment?,transaction_query,,
3908,That check?? MICR line looks altered.,fraud_report,,
3909,any news on my ccard request?,credi_card_application,,
3910,I request a detailed explanation of the process for applying for a loan from your bank.,loan_inquiry,,
3911,Did the previous transaction proceed without any issues?,transaction_query,,
3912,"hey, did u review my loan form?",loan_inquiry,,
3913,Did the last trans finish without a problem?,transaction_query,,
3914,"$250 AT ""TECH GADGETS""? MY PHONE?? FROM 2018??EVERSE THIS NOW!!",fraud_report,,
3915,What company is tied to my last account activity?,transaction_query,,
3916,Could you please advise me on the steps to apply for a loan?,loan_inquiry,,
3917,I need to know your minimum and maximum loan amounts.,loan_inquiry,,
3918,Can you confirm if my documented financial information qualifies me for a loan?,loan_inquiry,,
3919,Was the last one successful or not?,transaction_query,,
3920,any word on my finance req?,loan_inquiry,,
3921,plz respond soon,fraud_report,,
3922,think someone changed my pass??ls reset!!,password_reset,,
3923,Could you inform me about the procedures and requirements for a loan application?,loan_inquiry,,
3924,ya messed up here,fraud_report,,
3925,The most recent transaction??hat?? the recipient name?,transaction_query,,
3926,Was the last transaction done successfully?,transaction_query,,
3927,How d I get my name in for a loan?,loan_inquiry,,
3928,"hey, can u tell me if my loan app got any movement?",loan_inquiry,,
3929,Could you share the current status of my loan application in the approval process?,loan_inquiry,,
3930,I am writing to ask if my financial situation meets the standards required for a loan.,loan_inquiry,,
3931,Can you provide the link or form I need to complete for credit card enrollment?,credi_card_application,,
3932,how come my purchse got rejected?,transaction_query,,
3933,why?? my check lookin like it?? been bleached??,fraud_report,,
3934,heyy sum weird stuff on my acct,fraud_report,,
3935,"i wanna apply 4 a credit card, how do i kick it off?",credi_card_application,,
3936,Please alert me to any status changes on my loan.,loan_inquiry,,
3937,i need update on loan,loan_inquiry,,
3938,Please let me know the current review status of my loan application.,loan_inquiry,,
3939,What was the exact date of my last trans?,transaction_query,,
3940,This check item shows a payee I don?? know.,fraud_report,,
3941,Can you tell me if there are any updates on my loan approval?,loan_inquiry,,
3942,What's da proper way 2 apply 4 a loan?,loan_inquiry,,
3943,can i get a balance check? much appreesh,balance_inquiry,,
3944,how?? my charge get canceled? idk,transaction_query,,
3945,WHATS THE LATEST THING I WASTED $ ON,transaction_query,,
3946,Is this a scam? TELL ME MY SAVINGS AMOUNT!,balance_inquiry,,
3947,"Fix my account, I got tricked.",fraud_report,,
3948,I DID NOT DO THIS,fraud_report,,
3949,can i get a refinance loan?,loan_inquiry,,
3950,The latest purchase??hat?? the merchant?? name?,transaction_query,,
3951,I found a check with my old address that I never used.,fraud_report,,
3952,"How do I do my loan app, step by step?",loan_inquiry,,
3953,why?? my payment flop? no clue,transaction_query,,
3954,spilled coffee on my pass notes??eset!!,password_reset,,
3955,Kindly disclose the balance of my savings holdings.,balance_inquiry,,
3956,I am writing to request a comprehensive overview of the credit card application process.,credi_card_application,,
3957,what?? happenin w/ my loan?,loan_inquiry,,
3958,Can you list the different repayment terms for your loans?,loan_inquiry,,
3959,need startup loan??ow apply?,loan_inquiry,,
3960,latest transction??ELL ME ALREADY,transaction_query,,
3961,why?? they stopp my spend?,transaction_query,,
3962,do i qlify for a loan?,loan_inquiry,,
3963,atm gave me wrong acct info,fraud_report,,
3964,Please reset my password in accordance with security guidelines.,password_reset,,
3965,what?? my checking lookin like? sweats,balance_inquiry,,
3966,balance pls? avoids eye contact,balance_inquiry,,
3967,What are the key milestones after I submit my loan application?,loan_inquiry,,
3968,got diff loans? what r they?,loan_inquiry,,
3969,When was the last time I made a payment?,transaction_query,,
3970,Do you have an estimated decision date for my loan?,loan_inquiry,,
3971,want financing??ow apply?,loan_inquiry,,
3972,think my card info?? leaked??raud alert!!,fraud_report,,
3973,Are you serious right now? SAVINGS BALANCE IMMEDIATELY!,balance_inquiry,,
3974,how to avoid overdraft?,fraud_report,,
3975,why?? a check i didn?? write deposited into my acc??,fraud_report,,
3976,what?? ur cc signup procedure?,credi_card_application,,
3977,Was the most recent transaction completed smoothly?,transaction_query,,
3978,"locked out by wrong pass, help",password_reset,,
3979,When was the exact time I last transacted?,transaction_query,,
3980,I need to reset my banking password; kindly proceed.,password_reset,,
3981,"Yo, when was my last payment?",transaction_query,,
3982,tell me my checking balance b4 i faint,balance_inquiry,,
3983,Was the last payment successful without any problems?,transaction_query,,
3984,checks with my name??ut that ain?? my handwriting!!,fraud_report,,
3985,my email?? hacked??raud charges on my card!!,fraud_report,,
3986,got trapped in atm vestibule,fraud_report,,
3987,tried resetting 5x??othin works!!,password_reset,,
3988,Was the last transaction processed without error?,transaction_query,,
3989,"Yo, was the last one legit or was there trouble?",transaction_query,,
3990,why?? my stash get denied?,transaction_query,,
3991,how much i got? need ta budget smh,balance_inquiry,,
3992,I would appreciate confirmation of my eligibility for a manufactured home mortgage.,loan_inquiry,,
3993,If this isn?? fixed I?? closing my account.,fraud_report,,
3994,What insurances are available with your loan products?,loan_inquiry,,
3995,May I inquire if I satisfy the eligibility requirements for a dealer floor-plan loan?,loan_inquiry,,
3996,I?? appreciate guidance on applying for debt consolidation financing.,loan_inquiry,,
3997,Was the last one cool or was there a fail?,transaction_query,,
3998,help a bro out here,fraud_report,,
3999,acnt in overdraft zone,fraud_report,,
4000,atm error took all my money,fraud_report,,
4001,Has a decision been made on my loan request?,loan_inquiry,,
4002,do i pass da eligibility test 4 a loan?,loan_inquiry,,
4003,why?? y??ll freeze my acc? Cuz fraud??,fraud_report,,
4004,someone erased my check details and rewrote em!!,fraud_report,,
4005,check my funds? i?? clueless rn,balance_inquiry,,
4006,"hey, how do i get ma credit card goin?",credi_card_application,,
4007,Kindly provide the extant balance of my savings.,balance_inquiry,,
4008,Plz clarify ur loan schemes?,loan_inquiry,,
4009,Stop charging me for things I didn?? buy!!,fraud_report,,
4010,check my recent spend pls pls,transaction_query,,
4011,atm lost my deposit,fraud_report,,
4012,I?? seeking information on your borrowing options.,loan_inquiry,,
4013,why?? my card declinin? Did someone hack it?,fraud_report,,
4014,Could you explain the difference between your various credit card tiers?,credi_card_application,,
4015,$500 AT GAMERZONE?? MY KID DIDN?? BUY SH*T??EVERSE THIS OR I?? SUING!,fraud_report,,
4016,someone phished me??ock my acc RN!!,fraud_report,,
4017,"Last payment, smooth or nah?",transaction_query,,
4018,"hi, send reset my password thingy",password_reset,,
4019,how much do i have? no idea anymore,balance_inquiry,,
4020,am i in your loan zone?,loan_inquiry,,
4021,What vendor handled my latest transaction?,transaction_query,,
4022,Can you find out when my last payment was made?,transaction_query,,
4023,am i on da list 4 a loan?,loan_inquiry,,
4024,help!!! my acc?? drainin??idn?? spend that $$$,fraud_report,,
4025,The last time I used my card??hat?? the vendor?,transaction_query,,
4026,can i drop in branch 2 apply?,loan_inquiry,,
4027,Who presented the check at the teller today?,fraud_report,,
4028,The last place I shopped??hat was it called again?,transaction_query,,
4029,Can you share the precise amount in my savings?,balance_inquiry,,
4030,need eq line??ow?,loan_inquiry,,
4031,Could you describe the application steps for a reverse mortgage?,loan_inquiry,,
4032,overdraft sucks smh,fraud_report,,
4033,Please inform me whether I meet the conditions for a vacation-rental mortgage.,loan_inquiry,,
4034,Was the last transaction completed without any complications?,transaction_query,,
4035,"$700 AT ""ELITE DOG SPA""? MY DOG?? A STUFFED ANIMAL??ICE TRY, THIEVES!!",fraud_report,,
4036,last spend??ell me it was groceries,transaction_query,,
4037,what mortgage stuff u got?,loan_inquiry,,
4038,what?? the $$$ situation? halp,balance_inquiry,,
4039,I?? furious ??this isn?? me!,fraud_report,,
4040,why?? my card throwin shade? declined,transaction_query,,
4041,Was the most recent transaction completed successfully?,transaction_query,,
4042,"CHARGES TO ""LUXURY HOTELS""? I SLEEP IN MY CAR??EVERSE THIS NOW!!",fraud_report,,
4043,Could you detail the student loan programs you offer?,loan_inquiry,,
4044,Did the last transaction process correctly?,transaction_query,,
4045,"Jus been ripped off, gimme back my money.",fraud_report,,
4046,atm spit card then money vanished,fraud_report,,
4047,Can you tell me the date and time for my last purchase?,transaction_query,,
4048,whatcha offer for borrowing?,loan_inquiry,,
4049,Did the system crash? WHY CAN?? I SEE MY SAVINGS?!,balance_inquiry,,
4050,Please enable the password reset functionality for my user account.,password_reset,,
4051,Would you kindly inform me of the progress of my loan application?,loan_inquiry,,
4052,"yo, any new info on ma loan app?",loan_inquiry,,
4053,ayo yall hacked me,fraud_report,,
4054,transaction says success but no cash,fraud_report,,
4055,Mind telling me where my latest payment went?,transaction_query,,
4056,This is absurd??UST GIVE ME THE SAVINGS AMOUNT!,balance_inquiry,,
4057,"yo, can ya tell me if my loan app?? close 2 approval?",loan_inquiry,,
4058,payment vanished??hat?? the sitch?,transaction_query,,
4059,Who?? the vendor tied to my last transaction?,transaction_query,,
4060,someone?? stealin my checks mid-mail!!,fraud_report,,
4061,"Yo, did the last one get processed or not?",transaction_query,,
4062,The last time I used my card??hat vendor was it?,transaction_query,,
4063,I would appreciate knowing your ID verification process for new cardholders.,credi_card_application,,
4064,Who?? the payee listed for my most recent charge?,transaction_query,,
4065,"When did I last make a transaction, you got the time?",transaction_query,,
4066,Could you please escalate my password reset request?,password_reset,,
4067,Was that last transaction successful or not?,transaction_query,,
4068,"Yo, did that last payment work properly?",transaction_query,,
4069,"hey, can ya tell me where my loan app is at rn?",loan_inquiry,,
4070,May I schedule an appointment to discuss credit card options?,credi_card_application,,
4071,loan Q: what do u have?,loan_inquiry,,
4072,Was the last payment completed without any problems?,transaction_query,,
4073,What are the requirements to apply for an unsecured loan?,loan_inquiry,,
4074,why payment no go thru?,transaction_query,,
4075,Please provide me with all pertinent details regarding your credit card application process.,credi_card_application,,
4076,Can you confirm where my last transaction went?,transaction_query,,
4077,"They got my money. Bring it bak, now!",fraud_report,,
4078,I am writing to seek clarification regarding the current credit card application procedures.,credi_card_application,,
4079,am i cool enuf 4 a loan?,loan_inquiry,,
4080,I?? not repeating myself??AVINGS BALANCE IMMEDIATELY!,balance_inquiry,,
4081,"i'm tryna get a credit card, how do i apply?",credi_card_application,,
4082,can u dm me the loan link?,loan_inquiry,,
4083,"login pw gone, need new one",password_reset,,
4084,how much cheddar in my account these days,balance_inquiry,,
4085,how?? my loan coming along?,loan_inquiry,,
4086,got any student cc options? apply?,credi_card_application,,
4087,"CHARGES TO ""PREMIUM MUSIC""? I LISTEN TO YOUTUBE??IX THIS NONSENSE!!",fraud_report,,
4088,I would appreciate confirmation of my eligibility for a microenterprise loan.,loan_inquiry,,
4089,"bro, how u apply 4 cc?",credi_card_application,,
4090,need to regen my login pass,password_reset,,
4091,"CHARGES TO ""MYSTERY CHARITY""? I?? ON FOOD STAMPS??HO?? STEALING??",fraud_report,,
4092,Can you provide a breakdown of your loan services?,loan_inquiry,,
4093,What store charged me in my last transaction?,transaction_query,,
4094,can u see how much i got in my checking rn,balance_inquiry,,
4095,"$1,000 TO ""LUXURY HOMES""? I LIVE WITH MY MOM??TOP THIS FRAUD!!",fraud_report,,
4096,why?? they denie my spend?,transaction_query,,
4097,"$600 AT ""LUXURY WINES""? I DRINK TAP WATER??ANCEL THIS FRAUD!!",fraud_report,,
4098,"hi, any upd8 on my loan app situation?",loan_inquiry,,
4099,acnt showing -9.99,fraud_report,,
4100,Wot steps 4 applyin 4 a loan?,loan_inquiry,,
4101,what loan choices does bank have?,loan_inquiry,,
4102,hey can u tell me how much i got in my account rn?,balance_inquiry,,
4103,catch em before it?? too late,fraud_report,,
4104,Can you advise on upgrading from a standard to a premium card?,credi_card_application,,
4105,how do i apply thru online?,loan_inquiry,,
4106,what?? my current funds situation?,balance_inquiry,,
4107,why?? my funds flop?,transaction_query,,
4108,Do I need to scream? TELL ME MY SAVINGS TOTAL!,balance_inquiry,,
4109,Can you check when my last payment happened?,transaction_query,,
4110,can u tell me if i?? eligible 4 a loan?,loan_inquiry,,
4111,help me reverse fee,fraud_report,,
4112,Need help??ow do I appl 4 a loan?,loan_inquiry,,
4113,pass reset or i?? switchin banks!!,password_reset,,
4114,"Last transaction, it worked, right?",transaction_query,,
4115,What loan options are available for import/export businesses?,loan_inquiry,,
4116,"hey, have ya checked my loan app progress yet?",loan_inquiry,,
4117,Was that last thing successful or a fail?,transaction_query,,
4118,Please advise if a signature is required on the application form.,credi_card_application,,
4119,Did the transaction go through without any trouble?,transaction_query,,
4120,Could you share where my last payment went?,transaction_query,,
4121,What is the status of my loan request in your system?,loan_inquiry,,
4122,I?? like to learn about in-branch application assistance services.,credi_card_application,,
4123,The last time my card was used??ho was it with?,transaction_query,,
4124,I need to dispute a check that posted today.,fraud_report,,
